Name,Current THB price,Current price,Profit,Profit THB,Profit label,Total gold,Total invest,USDTHB,USDTHB price,ราคาต้นทุนเฉลี่ย
MST-GOLD 99.99%,"THB 29,650.24","$4,616.83",$325.39,"THB 10,532.74",325.38592 USD (55.09%),0.1984,590.6,USDTHB (https://app.notion.com/p/USDTHB-d9ba323776214129a9972c7e9b5c0a3a?pvs=21),32.37,"$2,976.78"
