Name,Bank THB,Bank USD,Color,Current USDTHB,Current balance formula,Fund: Total balance formula,Funds: Total Profit/Loss,Funds: Total Profit/Loss formula,Funds: Total balance,Gold,Gold price,Gold profit,Lable Profit/Loss,Lable Total,Portfolio - Funds,Portfolio - Stock,Stock Invest,Stocks THB: Total Balance,"Stocks: Total Balance ",Stocks: Total Profit/Loss,Stocks: Total Profit/Loss formula,THB Bank,THB Total Profit/Loss,Total,USB to THB,USDTHB
Total asset,165094.555,137303.5053,Profit/Loss = THB 233934.59,32.37,"$10,200.48","THB 746,802.37",180325.81922068002,"THB 180,325.82",746802.36922068,MST-GOLD 99.99% (https://app.notion.com/p/MST-GOLD-99-99-32500f099b8c42b8bf31a9b3f610b6e0?pvs=21),29650.24256064,10532.7422304,Profit/Loss = THB 233934.59,Total Balance = THB 1409040.18,"K-SET50 (https://app.notion.com/p/K-SET50-f710a4c2fbad4d11812b7fc9afd0bf08?pvs=21), K-VIETNAM (https://app.notion.com/p/K-VIETNAM-5fda147d595a4648a6941e51d79097aa?pvs=21), K-ATECH (https://app.notion.com/p/K-ATECH-da70efb4c3ce4aaea8761da016856e20?pvs=21), TISCOINA-A (https://app.notion.com/p/TISCOINA-A-87af22c97235453b9dd7b56f9ae7d578?pvs=21), SCBFP-SSF (https://app.notion.com/p/SCBFP-SSF-307440fbebb4462fbd356d63c232e9c7?pvs=21), KFGBRANSSF (https://app.notion.com/p/KFGBRANSSF-192b590efa4f4cd8bdc04c7764de519c?pvs=21), ONE-UGG-ASSF (https://app.notion.com/p/ONE-UGG-ASSF-d00224958ddd4e0093ade5a054ee1751?pvs=21), PRINCIPAL iPROPEN-SSF (https://app.notion.com/p/PRINCIPAL-iPROPEN-SSF-79724ef000eb4035807eb836817308c3?pvs=21), ONE-ALLCHINA-ASSF (https://app.notion.com/p/ONE-ALLCHINA-ASSF-4aad54b8edd44712b2d5636e10503ead?pvs=21), K-CHANGE-SSF (https://app.notion.com/p/K-CHANGE-SSF-72fac8b2e53241daab536995981ad303?pvs=21), GPF (https://app.notion.com/p/GPF-fcf9752eeb3748f89b0ece43692b7526?pvs=21), SCBGOLDH-SSF (https://app.notion.com/p/SCBGOLDH-SSF-f4139bc908a74c4dbc842202f346fc96?pvs=21), SCBGOLD (https://app.notion.com/p/SCBGOLD-c1023db5a6fc46f6b0308da1ee99c0e5?pvs=21)","O (https://app.notion.com/p/O-dc17975a670845d18f02f521bad1dfa4?pvs=21), JEPQ (https://app.notion.com/p/JEPQ-0a148f37877549debeefa8fe04e5ca50?pvs=21), MSFT (https://app.notion.com/p/MSFT-9a7b45c62ad54447b99d1ed7ffdcb485?pvs=21), NVDA (https://app.notion.com/p/NVDA-18b0423c14268043977ac6baec35a91d?pvs=21), NVO (https://app.notion.com/p/NVO-2700423c142680b89cc7cd56ce4a0fcc?pvs=21), QQQM (https://app.notion.com/p/QQQM-2e90423c142680259e67ca55b5be33e3?pvs=21)","O,JEPQ,MSFT,NVDA,NVO,QQQM",330189.51,10200.479081483998,1330.7390814839994,"$1,330.74",Bath (https://app.notion.com/p/Bath-9949c256b50443038c55983e17e3e865?pvs=21),233934.5855187171,"THB 1,409,040.18",32.37,USDTHB (https://app.notion.com/p/USDTHB-d9ba323776214129a9972c7e9b5c0a3a?pvs=21)
