Name,Monthly balance,Start,Sum monthly balance,Total,📕 Monthly Overview
Bath,150327.10499999998,14767.45,150327.10499999998,"THB 165,094.56","April 24 (https://app.notion.com/p/April-24-1b9372fac5624cfd8f3765f7d898d5c5?pvs=21), June 24 (https://app.notion.com/p/June-24-f0a893fb46524332a4cc44e0f7215b9f?pvs=21), January 24 (https://app.notion.com/p/January-24-56441661139340d5bd5b135efbc2b05b?pvs=21), May 24 (https://app.notion.com/p/May-24-f03b6239b22b4b36b8d524541799d9be?pvs=21), February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21), October 23 (https://app.notion.com/p/October-23-95c03717e18a4af88306a469f4545489?pvs=21), March 24 (https://app.notion.com/p/March-24-093317561eaa4e1ab301b34cea82ab0c?pvs=21), December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21), November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21), December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21), October 24 (https://app.notion.com/p/October-24-7b27bbe68af04055a4f2277bec8a90be?pvs=21), September 24 (https://app.notion.com/p/September-24-2acf86f7c3554a70b26f5e740fab86b1?pvs=21), August 24 (https://app.notion.com/p/August-24-e7a234e3dd654ea6abe42c7c1413082e?pvs=21), July 24 (https://app.notion.com/p/July-24-f8bc5305397e49e194ac2b0f1fc1ddd9?pvs=21), September 23 (https://app.notion.com/p/September-23-3ba5bba5d6404641a57d8636a0f504c0?pvs=21), November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21)"
