Name,BTC,Current price [THB],Current price [USB],Label current price,THB,USB current price,USDTHB,เงินต้น
BTCUSD,0,"THB 3,387,639.95",104653.69,3387640 THB/BTC,THB 0.00,32.37,USDTHB (https://app.notion.com/p/USDTHB-d9ba323776214129a9972c7e9b5c0a3a?pvs=21),THB 0.00
