Name,Current price,Dollar,Interest/year,Interest/year [THB],Label current price,Label interest,THB
USDTHB,32.37,4241.69,199.6676 USD,6463.240212 THB,32.37 THB/USD,Interest = 199.67 USD/yr (6463.24 THB/yr),"THB 137,303.51"
