Expense,Amount,Category,Checkbox,Date,Monthly Overview,Wallet
General coffee,THB 300.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 10, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
Oil,THB 800.00,Transportation_NOV23 (https://app.notion.com/p/Transportation_NOV23-a91d9286796946968526321573651bac?pvs=21),No,"November 11, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Credit card
Food,THB 66.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 11, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
Food,THB 245.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 11, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
ชาบูเสียบไม้,THB 125.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 12, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
ถ่าน,THB 89.00,Shopping_NOV23 (https://app.notion.com/p/Shopping_NOV23-249e2cc8909548e683ae603c219e2b62?pvs=21),No,"November 12, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
Maz,THB 60.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 14, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
Nufolio v3,"THB 1,000.00",Entertainment_NOV23 (https://app.notion.com/p/Entertainment_NOV23-3872854f3f744dd08fc17568559b4516?pvs=21),No,"November 15, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
เทคนิค,THB 55.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 15, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
The barn,THB 129.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 15, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
ราดแกงชั้น3,THB 50.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 16, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
Salad คุณนาย,THB 293.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 16, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
แปรง/ยาสีฟัน,THB 239.00,Health & Fitness_NOV23 (https://app.notion.com/p/Health-Fitness_NOV23-995dcec928ba4583b7e80ff1d2045d0a?pvs=21),No,"November 17, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
"กะเพราหมู ใบกรอบ ",THB 80.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 17, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
Roastniyom,THB 165.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 18, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
บะหมี่พุงระเบิด,THB 70.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 18, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
Bayday,THB 155.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 19, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
โกเหลียง,THB 50.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 20, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
Everest,THB 284.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 20, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
Food,THB 40.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 21, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
ขายเวร,THB 150.00,Education_NOV23 (https://app.notion.com/p/Education_NOV23-f4ca2881fb064f8d95463650ae1403b6?pvs=21),No,"November 21, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),
Healthy yummy,THB 129.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 21, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
ขนม,THB 40.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 21, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
ไข่เจียว,THB 40.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 22, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
ข้าวผัดหมูสับ,THB 50.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 22, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
อเมริกาโน่มะพร้าว,THB 70.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 22, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
Amazon,THB 45.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 23, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
Salad concept,THB 245.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 23, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Credit card
Food,THB 80.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 24, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
Fresh&Mild,THB 55.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 24, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
Book,THB 668.00,Education_NOV23 (https://app.notion.com/p/Education_NOV23-f4ca2881fb064f8d95463650ae1403b6?pvs=21),No,"November 24, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
Wabisabi,THB 115.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 25, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
เอกสารวิจัย ethic,THB 112.00,Education_NOV23 (https://app.notion.com/p/Education_NOV23-f4ca2881fb064f8d95463650ae1403b6?pvs=21),No,"November 25, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),
Crazy noodle,THB 160.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 25, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
VitaminB,THB 280.00,Lover_NOV23 (https://app.notion.com/p/Lover_NOV23-460ab018afda436fa552c5407c1cbb03?pvs=21),No,"November 25, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),
Coffee,THB 450.00,Shopping_NOV23 (https://app.notion.com/p/Shopping_NOV23-249e2cc8909548e683ae603c219e2b62?pvs=21),No,"November 26, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Credit card
กะเพรากระด้ง,THB 118.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 26, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
จอดรถ,THB 30.00,Transportation_NOV23 (https://app.notion.com/p/Transportation_NOV23-a91d9286796946968526321573651bac?pvs=21),No,"November 26, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
ตำปูม้าเจ็ดยอด,THB 365.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 26, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
วันดี,THB 29.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 26, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
ป้าเครือ,THB 40.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 27, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
ฝรั่ง,THB 20.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 28, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
สลัดฟาร์ม,THB 172.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 28, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Credit card
ส่งเอกสาร,THB 45.00,Education_NOV23 (https://app.notion.com/p/Education_NOV23-f4ca2881fb064f8d95463650ae1403b6?pvs=21),No,"November 29, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),
Maz,THB 65.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 29, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
สุขสันต์,THB 50.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 29, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
Food,THB 55.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"November 30, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
Food,THB 42.00,Eating_DEC23 (https://app.notion.com/p/Eating_DEC23-df7fd0bef1234c789c60feb65d3e719a?pvs=21),No,"December 1, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),Online banking
Food,,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),No,"December 2, 2023",November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),Online banking
Food,THB 47.00,Eating_DEC23 (https://app.notion.com/p/Eating_DEC23-df7fd0bef1234c789c60feb65d3e719a?pvs=21),No,"December 2, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),Online banking
Roastniyom,THB 115.00,Eating_DEC23 (https://app.notion.com/p/Eating_DEC23-df7fd0bef1234c789c60feb65d3e719a?pvs=21),No,"December 2, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),Online banking
Food,THB 43.00,Eating_DEC23 (https://app.notion.com/p/Eating_DEC23-df7fd0bef1234c789c60feb65d3e719a?pvs=21),No,"December 2, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),Online banking
Shopping,THB 113.00,Shopping_DEC23 (https://app.notion.com/p/Shopping_DEC23-f26005f76089431d870c6680712fbe80?pvs=21),No,"December 3, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),Credit card
Katsu curry,THB 65.00,Eating_DEC23 (https://app.notion.com/p/Eating_DEC23-df7fd0bef1234c789c60feb65d3e719a?pvs=21),No,"December 3, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),Online banking
สุกี้ช้างเผือก,THB 65.00,Eating_DEC23 (https://app.notion.com/p/Eating_DEC23-df7fd0bef1234c789c60feb65d3e719a?pvs=21),No,"December 3, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),Credit card
Galatte - Hillkoff,THB 240.00,Eating_DEC23 (https://app.notion.com/p/Eating_DEC23-df7fd0bef1234c789c60feb65d3e719a?pvs=21),No,"December 3, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),Online banking
Food,THB 89.00,Eating_DEC23 (https://app.notion.com/p/Eating_DEC23-df7fd0bef1234c789c60feb65d3e719a?pvs=21),No,"December 3, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),Online banking
Food,THB 42.00,Eating_DEC23 (https://app.notion.com/p/Eating_DEC23-df7fd0bef1234c789c60feb65d3e719a?pvs=21),No,"December 4, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),Online banking
Food,THB 129.00,Eating_DEC23 (https://app.notion.com/p/Eating_DEC23-df7fd0bef1234c789c60feb65d3e719a?pvs=21),No,"December 4, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),Online banking
Shopping,THB 229.00,Shopping_DEC23 (https://app.notion.com/p/Shopping_DEC23-f26005f76089431d870c6680712fbe80?pvs=21),No,"December 4, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),Online banking
Food,THB 117.00,Eating_DEC23 (https://app.notion.com/p/Eating_DEC23-df7fd0bef1234c789c60feb65d3e719a?pvs=21),No,"December 5, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),Online banking
Shoshin ramen,THB 191.00,Eating_DEC23 (https://app.notion.com/p/Eating_DEC23-df7fd0bef1234c789c60feb65d3e719a?pvs=21),No,"December 5, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),Online banking
แพนง+ผัดเต้าหู้,THB 45.00,Eating_DEC23 (https://app.notion.com/p/Eating_DEC23-df7fd0bef1234c789c60feb65d3e719a?pvs=21),No,"December 6, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),Online banking
ปลาแกะ,THB 98.00,Eating_DEC23 (https://app.notion.com/p/Eating_DEC23-df7fd0bef1234c789c60feb65d3e719a?pvs=21),No,"December 6, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),Credit card
สลัดคุณนาย,THB 119.00,Eating_DEC23 (https://app.notion.com/p/Eating_DEC23-df7fd0bef1234c789c60feb65d3e719a?pvs=21),No,"December 7, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),Online banking
Food,THB 50.00,Eating_DEC23 (https://app.notion.com/p/Eating_DEC23-df7fd0bef1234c789c60feb65d3e719a?pvs=21),No,"December 7, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),Online banking
ชุดการแสดง,THB 591.00,Shopping_DEC23 (https://app.notion.com/p/Shopping_DEC23-f26005f76089431d870c6680712fbe80?pvs=21),No,"December 7, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),Credit card
Food,THB 40.00,Eating_DEC23 (https://app.notion.com/p/Eating_DEC23-df7fd0bef1234c789c60feb65d3e719a?pvs=21),No,"December 8, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),Online banking
หยอดเหรียญ,THB 20.00,Entertainment_DEC23 (https://app.notion.com/p/Entertainment_DEC23-26615b4c7ae54b56958ca4e5641de460?pvs=21),No,"December 8, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),Online banking
Coco,THB 530.00,Eating_DEC23 (https://app.notion.com/p/Eating_DEC23-df7fd0bef1234c789c60feb65d3e719a?pvs=21),No,"December 8, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),Online banking
อองตอง,THB 250.00,Eating_DEC23 (https://app.notion.com/p/Eating_DEC23-df7fd0bef1234c789c60feb65d3e719a?pvs=21),No,"December 9, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),Online banking
กวง,THB 130.00,Eating_DEC23 (https://app.notion.com/p/Eating_DEC23-df7fd0bef1234c789c60feb65d3e719a?pvs=21),No,"December 9, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),Online banking
ตัดผม,THB 130.00,Health & Fitness_DEC23 (https://app.notion.com/p/Health-Fitness_DEC23-413b1aef889b4768b80b1432a28197b1?pvs=21),No,"December 9, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),
Food,THB 63.00,Eating_DEC23 (https://app.notion.com/p/Eating_DEC23-df7fd0bef1234c789c60feb65d3e719a?pvs=21),No,"December 10, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),Online banking
Roastniyom,THB 120.00,Eating_DEC23 (https://app.notion.com/p/Eating_DEC23-df7fd0bef1234c789c60feb65d3e719a?pvs=21),No,"December 10, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),Online banking
งานแต่งยู่อี่,THB 500.00,Lover_DEC23 (https://app.notion.com/p/Lover_DEC23-81040808b11946588f4598e536e49c9e?pvs=21),No,"December 10, 2023",December 23 (https://app.notion.com/p/December-23-1c2fab811b314bb19c10918d4586716a?pvs=21),
