Date,Expense,Amount,Category,Wallet,Monthly Overview,Checkbox
"December 29, 2024",Geforce now,THB 232.62,🎮Entertainment_DEC24 (https://app.notion.com/p/Entertainment_DEC24-52df91152ac24c57bfafada8e4631137?pvs=21),Credit card,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"January 4, 2025",Food,THB 130.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 3, 2025",กาญจน์โภชนา,THB 70.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 2, 2025",Mingmitr,THB 65.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 2, 2025",ก๋วยเตี๋ยว,THB 69.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 1, 2025",Milk,THB 48.75,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 1, 2025",Today,THB 466.52,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 1, 2025",Cafe sujinno,THB 20.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"December 31, 2024",ครัวป้าไก่,THB 175.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 30, 2024",Bean liquor,THB 170.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 30, 2024",กระเพรากระด้ง,THB 140.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 30, 2024",Oil,THB 760.00,🛢️Transportation_DEC24 (https://app.notion.com/p/Transportation_DEC24-7e52c99593844f36bf4a258dd7a41dc9?pvs=21),Credit card,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 30, 2024",ข้าวเก๊กฮวย,THB 60.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 30, 2024","ตัดผม ",THB 130.00,💊Health & Fitness_DEC24 (https://app.notion.com/p/Health-Fitness_DEC24-1b3ad42baa0c420e8ec264b9812b7dfe?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 29, 2024",รางผ้าม่าน,THB 128.00,🏠Home_DEC24 (https://app.notion.com/p/Home_DEC24-afbf2917b1b94332a1e03029bdcdcf40?pvs=21),Credit card,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 29, 2024",ถั่วทอดของฝาก,THB 100.00,❤️Lover_DEC24 (https://app.notion.com/p/Lover_DEC24-0ccb471bec524b6c98dd0fa26ec98b62?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 29, 2024",Protein ให้ที่บ้าน,"THB 1,683.00",❤️Lover_DEC24 (https://app.notion.com/p/Lover_DEC24-0ccb471bec524b6c98dd0fa26ec98b62?pvs=21),Credit card,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 29, 2024",Vaccine,THB 290.00,🐱Cat_DEC24 (https://app.notion.com/p/Cat_DEC24-e3195f81c306458791ff0e2afabeceab?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 28, 2024",Yuzu,THB 813.00,🐱Cat_DEC24 (https://app.notion.com/p/Cat_DEC24-e3195f81c306458791ff0e2afabeceab?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 27, 2024",Fitness,"THB 1,500.00",💊Health & Fitness_DEC24 (https://app.notion.com/p/Health-Fitness_DEC24-1b3ad42baa0c420e8ec264b9812b7dfe?pvs=21),Credit card,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 27, 2024",Seven,THB 67.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 27, 2024",เตี๋ยวยำโบราณ,THB 65.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 26, 2024",Food,THB 40.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 25, 2024",Milk,THB 48.75,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 25, 2024",Tai tai + มีความปัง,THB 290.25,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 24, 2024",ของฝากกลับบ้าน,THB 535.00,❤️Lover_DEC24 (https://app.notion.com/p/Lover_DEC24-0ccb471bec524b6c98dd0fa26ec98b62?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 24, 2024",ตลาดพยบ.,THB 70.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 23, 2024",Cmed,THB 45.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 22, 2024",Granula,THB 140.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 22, 2024",Roastniyom,THB 80.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 21, 2024",Food,THB 60.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 20, 2024",Odenduck,THB 102.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Credit card,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 18, 2024",น้ำ,THB 7.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 16, 2024",ปลาหม้อหิน,THB 389.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 16, 2024",ข้าวผัดคอหมูย่าง,THB 130.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 15, 2024",Jeap,THB 125.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 15, 2024",ไข่ขยี้หมูสับ,THB 68.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Credit card,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 14, 2024",Salad khunnai,THB 161.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Credit card,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 13, 2024",Food,THB 120.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 12, 2024",รสสุคน,THB 205.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 12, 2024",Enneagram,THB 198.00,❤️Lover_DEC24 (https://app.notion.com/p/Lover_DEC24-0ccb471bec524b6c98dd0fa26ec98b62?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 12, 2024",ซ่อม MC,THB 160.00,🛢️Transportation_DEC24 (https://app.notion.com/p/Transportation_DEC24-7e52c99593844f36bf4a258dd7a41dc9?pvs=21),Credit card,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 11, 2024",Food,THB 85.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 10, 2024",JUSTDONE Ai,THB 69.94,📖Education_DEC24 (https://app.notion.com/p/Education_DEC24-f39f8068782e4945a0321363c8060bc4?pvs=21),Credit card,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 10, 2024",Bean liquor,THB 150.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 10, 2024",กระเพรา,THB 138.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 9, 2024",Oil,THB 90.00,🛢️Transportation_DEC24 (https://app.notion.com/p/Transportation_DEC24-7e52c99593844f36bf4a258dd7a41dc9?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 8, 2024",แกงกะหรี่ไก่,THB 55.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 8, 2024",Fit function,"THB 1,500.00",💊Health & Fitness_DEC24 (https://app.notion.com/p/Health-Fitness_DEC24-1b3ad42baa0c420e8ec264b9812b7dfe?pvs=21),Credit card,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 8, 2024",Food,THB 47.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 7, 2024",กระเพราพริกแห้ง + มันทอด,THB 100.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Credit card,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 6, 2024",ดอกไม้,THB 60.00,❤️Lover_DEC24 (https://app.notion.com/p/Lover_DEC24-0ccb471bec524b6c98dd0fa26ec98b62?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 6, 2024",Water,THB 9.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 6, 2024",Food,THB 45.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 5, 2024",จับฉลากปีใหม่,THB 224.00,🎮Entertainment_DEC24 (https://app.notion.com/p/Entertainment_DEC24-52df91152ac24c57bfafada8e4631137?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 5, 2024",Ipad upgrade,"THB 1,040.00",🛍️Shopping_DEC24 (https://app.notion.com/p/Shopping_DEC24-59e932d894a04df5989b15486eb50e06?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 5, 2024",ครีมกันแดด,THB 329.00,🛍️Shopping_DEC24 (https://app.notion.com/p/Shopping_DEC24-59e932d894a04df5989b15486eb50e06?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 5, 2024",ก๋วยเตี๋ยว,THB 100.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 4, 2024",Seven,THB 62.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 4, 2024",ฉู่ฉี่ไข่ดาว,THB 65.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 3, 2024",RN,THB 50.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 2, 2024",Food,THB 60.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 1, 2024",Granula,THB 443.75,🛍️Shopping_DEC24 (https://app.notion.com/p/Shopping_DEC24-59e932d894a04df5989b15486eb50e06?pvs=21),Credit card,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"December 1, 2024",Food,THB 75.00,🍴Eating_DEC24 (https://app.notion.com/p/Eating_DEC24-5b5e9d84697c430b91d2c08d9bfa4a9d?pvs=21),Online banking,December 24 (https://app.notion.com/p/December-24-465535b269844a8a855716fee9f5d2b3?pvs=21),No
"November 30, 2024",คะน้าหมู มันฝรั่ง,THB 106.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Credit card,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 30, 2024",C med,THB 40.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 29, 2024",อองตอง,THB 85.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 28, 2024",Baan buri,THB 280.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 28, 2024",Food,THB 98.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 28, 2024",Food,THB 53.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 27, 2024",Granola,THB 150.25,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 27, 2024",Food,THB 110.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 26, 2024",Food,THB 45.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 26, 2024",Coffee,THB 520.41,🛍️Shopping_NOV24 (https://app.notion.com/p/Shopping_NOV24-a119a98bc31e46f3b1981e43df719692?pvs=21),Credit card,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 25, 2024",The barn,THB 155.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 25, 2024",Food,THB 65.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 24, 2024",HDMI,THB 189.00,🛍️Shopping_NOV24 (https://app.notion.com/p/Shopping_NOV24-a119a98bc31e46f3b1981e43df719692?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 24, 2024",มหาลาบ,THB 195.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 24, 2024",Food,THB 43.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 24, 2024",Food,THB 40.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 23, 2024",Chiang mai direct,THB 329.00,🛍️Shopping_NOV24 (https://app.notion.com/p/Shopping_NOV24-a119a98bc31e46f3b1981e43df719692?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 23, 2024",Food,THB 108.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 23, 2024",Oil,THB 100.00,🛢️Transportation_NOV24 (https://app.notion.com/p/Transportation_NOV24-ee30626905b34cb18f0cb871f28dd8f7?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),Yes
"November 21, 2024",Mass,THB 135.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 20, 2024",โกยี,THB 140.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 19, 2024",Food,THB 358.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 19, 2024",กาแฟ,THB 60.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 19, 2024",ผัดซีอิ๊วไข่ดาว,THB 60.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 18, 2024",Food,THB 5.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 17, 2024",Food,THB 160.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 16, 2024",Sizzler,THB 633.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Credit card,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),Yes
"November 16, 2024",Food,THB 65.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 16, 2024",Food,THB 60.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 15, 2024",โกยี,THB 90.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 14, 2024",สุกี้หมูน้ำดำ,THB 40.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 13, 2024","Jazz, ชัยโยเกิร์ต",THB 294.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 13, 2024",Food,THB 65.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 13, 2024",Food,THB 45.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 12, 2024",Food,THB 45.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
"November 12, 2024",Food,THB 125.00,🍴Eating_NOV24 (https://app.notion.com/p/Eating_NOV24-816059dabac3413aa9279284784a2b01?pvs=21),Online banking,November 24 (https://app.notion.com/p/November-24-7790540498364ce4ac20fa0ec6bea9f7?pvs=21),No
