Date,Expense,Amount,Category,Wallet,Monthly Overview,Checkbox
"October 30, 2023",Food-Top,THB 133.00,Eating_OCT23 (https://app.notion.com/p/Eating_OCT23-520a8fadd5c444c1a741a156f5de4c59?pvs=21),Online banking,October 23 (https://app.notion.com/p/October-23-95c03717e18a4af88306a469f4545489?pvs=21),No
"October 31, 2023",อาหาร OR,THB 42.00,Eating_OCT23 (https://app.notion.com/p/Eating_OCT23-520a8fadd5c444c1a741a156f5de4c59?pvs=21),Online banking,October 23 (https://app.notion.com/p/October-23-95c03717e18a4af88306a469f4545489?pvs=21),No
"October 31, 2023",ลำไย,THB 149.00,Eating_OCT23 (https://app.notion.com/p/Eating_OCT23-520a8fadd5c444c1a741a156f5de4c59?pvs=21),Online banking,October 23 (https://app.notion.com/p/October-23-95c03717e18a4af88306a469f4545489?pvs=21),No
"October 31, 2023",ขนมปังเซเว่น,THB 33.00,Eating_OCT23 (https://app.notion.com/p/Eating_OCT23-520a8fadd5c444c1a741a156f5de4c59?pvs=21),Online banking,October 23 (https://app.notion.com/p/October-23-95c03717e18a4af88306a469f4545489?pvs=21),No
"November 1, 2023",กะเพราไข่เจียว,THB 65.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),Online banking,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
"November 1, 2023",ข้าวหน้าหมูทอด,THB 71.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),Online banking,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
"November 2, 2023",แหนมผัดไข่,THB 70.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),Online banking,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
"November 3, 2023",Crazy curry,THB 160.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),Online banking,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
"November 3, 2023",ข้าวผัด + น้ำ,THB 47.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),Online banking,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
"November 4, 2023",The moon cafe,THB 240.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),Online banking,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
"November 4, 2023",Salad terrace,THB 184.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),Online banking,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
"November 5, 2023",Roastniyom,THB 124.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),Online banking,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
"November 5, 2023",ชาบูเสียบไม้,THB 50.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),Online banking,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
"November 5, 2023",The scoope cafe,THB 78.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),Online banking,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
"November 6, 2023",โรงอาหารเทคนิก,THB 55.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),Online banking,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
"November 6, 2023",Book: สู้ดิวะ,THB 175.00,Lover_NOV23 (https://app.notion.com/p/Lover_NOV23-460ab018afda436fa552c5407c1cbb03?pvs=21),Online banking,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
"November 6, 2023",The barn,THB 194.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),Online banking,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
"November 7, 2023",Food,THB 62.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),Online banking,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
"November 8, 2023",ข้าวมันไก่,THB 50.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),Online banking,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
"November 8, 2023",เยี่ยมพี่กิ๊ก,THB 36.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),Online banking,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
"November 8, 2023",ร้านเก๊กฮวย,THB 95.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),Online banking,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
"November 9, 2023",ป้านิด,THB 70.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),Online banking,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
"November 10, 2023",ราดแกง,THB 40.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),Online banking,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
"November 10, 2023",Mini-story,THB 50.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),Online banking,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
"November 10, 2023",Butter & Neighbour,THB 997.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),Online banking,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
"November 10, 2023",General coffee,THB 300.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),Online banking,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
"November 11, 2023",Oil,THB 800.00,Transportation_NOV23 (https://app.notion.com/p/Transportation_NOV23-a91d9286796946968526321573651bac?pvs=21),Credit card,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
"November 11, 2023",Food,THB 66.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),Online banking,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
"November 11, 2023",Food,THB 245.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),Online banking,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
"November 12, 2023",ชาบูเสียบไม้,THB 125.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),Online banking,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
"November 12, 2023",ถ่าน,THB 89.00,Shopping_NOV23 (https://app.notion.com/p/Shopping_NOV23-249e2cc8909548e683ae603c219e2b62?pvs=21),Online banking,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
"November 14, 2023",Maz,THB 60.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),Online banking,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
"November 15, 2023",Nufolio v3,"THB 1,000.00",Entertainment_NOV23 (https://app.notion.com/p/Entertainment_NOV23-3872854f3f744dd08fc17568559b4516?pvs=21),Online banking,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
"November 15, 2023",เทคนิค,THB 55.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),Online banking,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
"November 15, 2023",The barn,THB 129.00,Eating_NOV23 (https://app.notion.com/p/Eating_NOV23-45babb6c85e94fd7a91107d56807ac9f?pvs=21),Online banking,November 23 (https://app.notion.com/p/November-23-c8396e4196554a6285d1dae048bfe66c?pvs=21),No
,,,,,February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),No
,,,,,February 24 (https://app.notion.com/p/February-24-3a420e7c86924500b97cd47003e31126?pvs=21),No
,,,,,May 24 (https://app.notion.com/p/May-24-f03b6239b22b4b36b8d524541799d9be?pvs=21),No
"January 5, 2025",VT แหนมเนือง,THB 370.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 6, 2025",ส้มตำ,THB 136.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 6, 2025",โต๊ะพับ,"THB 2,124.00",❤️Lover_JAN25 (https://app.notion.com/p/Lover_JAN25-1680423c142680499f76cf72334cf139?pvs=21),Credit card,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 7, 2025",Food,THB 50.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 8, 2025",Food,THB 40.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 8, 2025",Fresh,THB 50.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 9, 2025",ป้าเครือ,THB 45.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 10, 2025",หมูคั่วพริกเกลือ ไข่ดาว,THB 52.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 10, 2025",Light brown,THB 125.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 10, 2025",กาแฟรสนิยม,THB 450.00,🛍️Shopping_JAN25 (https://app.notion.com/p/Shopping_JAN25-1680423c142680b991fdd20e5bf97e6f?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 10, 2025",Moshi moshi,THB 159.00,🏠Home_JAN25 (https://app.notion.com/p/Home_JAN25-1680423c142680149591d0f935c825eb?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 11, 2025",ของจับฉลาก,THB 479.00,🎮Entertainment_JAN25 (https://app.notion.com/p/Entertainment_JAN25-1680423c1426804e974ec01d774b5c42?pvs=21),Credit card,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 11, 2025",ป้ารุณ,THB 100.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 11, 2025",Meji,THB 48.75,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 12, 2025",ก๋วยเตี๋ยวลำไย,THB 120.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 12, 2025",Salad farm,THB 270.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 13, 2025",Lossless scaling,THB 155.00,🎮Entertainment_JAN25 (https://app.notion.com/p/Entertainment_JAN25-1680423c1426804e974ec01d774b5c42?pvs=21),Credit card,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 13, 2025",Food,THB 60.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 13, 2025",Seven,THB 32.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 14, 2025",ข้าวมันไก่,THB 45.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 15, 2025",ป้าเครือ + mini,THB 90.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 16, 2025",Food,THB 50.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 16, 2025",ขนมเปี๊ยะ,THB 33.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 16, 2025",ซาลาเปา,THB 30.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 17, 2025",ก๋วยเตี๋ยวต้มยำ,THB 75.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 18, 2025",Water,THB 30.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 18, 2025",Seven,THB 59.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 18, 2025",ของใช้ + brand fiber,THB 109.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 19, 2025",Baristo,THB 450.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 19, 2025",Trip chiangdao,"THB 3,180.00",✈️Travel_JAN25 (https://app.notion.com/p/Travel_JAN25-1680423c1426801fa9ebeddedeec5b66?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 20, 2025",ป้าเครือ,THB 50.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 20, 2025",สาย xiaomi,THB 99.00,🛍️Shopping_JAN25 (https://app.notion.com/p/Shopping_JAN25-1680423c142680b991fdd20e5bf97e6f?pvs=21),Credit card,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 21, 2025",Seven,THB 25.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 21, 2025",ใต้ RN,THB 50.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 21, 2025",Top,THB 54.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 22, 2025",ส้มตำอุดร,THB 134.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 23, 2025",หมาล่า,THB 76.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 23, 2025",No.77,THB 70.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 24, 2025",ป้าเครือ,THB 45.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 24, 2025",Boss,THB 25.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 24, 2025",บาร์มูสลี่,THB 31.50,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 24, 2025",ไก่ห้าดาว,THB 58.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 24, 2025",สายต่อหูฟัง,THB 299.00,🛍️Shopping_JAN25 (https://app.notion.com/p/Shopping_JAN25-1680423c142680b991fdd20e5bf97e6f?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 25, 2025",กระเพรากระด้ง,THB 61.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 25, 2025",ไข่ขยี้หมูสับ มันฝรั่งทอด,THB 96.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Credit card,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 26, 2025",Fimue coffee,THB 110.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 26, 2025",กาญจน์โภชนา,THB 70.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 26, 2025",CoCo,THB 489.50,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 26, 2025",กระดาษสี,THB 24.00,🛍️Shopping_JAN25 (https://app.notion.com/p/Shopping_JAN25-1680423c142680b991fdd20e5bf97e6f?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 26, 2025",Book สมองอายุ 30+,THB 223.25,📖Education_JAN25 (https://app.notion.com/p/Education_JAN25-1680423c14268033b584fc9391552837?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 26, 2025",Swensen's,THB 143.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 26, 2025",Top,THB 408.75,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Credit card,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 27, 2025",โกเหลียง,THB 50.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 28, 2025",Food,THB 53.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 28, 2025",Food,THB 45.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 29, 2025",ข้าวแปม,THB 76.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Credit card,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 30, 2025",ขนมจีน,THB 60.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 30, 2025",เต้าหู้โฮมเมดคุณย่า,THB 100.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Credit card,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 31, 2025",Pakamon factory ของฝาก,THB 307.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Credit card,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"January 31, 2025",ไก่ย่างห้าดาว,THB 90.00,🍴Eating_JAN25 (https://app.notion.com/p/Eating_JAN25-1680423c142680519cd1fd8eed652a52?pvs=21),Online banking,January 25 (https://app.notion.com/p/January-25-1680423c14268084a95dcad7ce162788?pvs=21),No
"February 1, 2025",Amazon,THB 180.00,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),Online banking,February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),No
"February 1, 2025",ทำบุญโรงเจ,THB 100.00,❤️Lover_FEB25 (https://app.notion.com/p/Lover_FEB25-1680423c1426802682a7e362db4ea7c8?pvs=21),Online banking,February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),No
"February 1, 2025",Check เครดิตบูโร,THB 150.00,📖Education_FEB25 (https://app.notion.com/p/Education_FEB25-1680423c142680c5b466d4f3a03c7e05?pvs=21),Online banking,February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),No
"February 1, 2025",Swensen,THB 528.00,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),Online banking,February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),No
"February 1, 2025",หมองรองนั่ง,THB 259.00,❤️Lover_FEB25 (https://app.notion.com/p/Lover_FEB25-1680423c1426802682a7e362db4ea7c8?pvs=21),Online banking,February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),No
"February 2, 2025",กาแฟน้าวิ,THB 45.00,🍴Eating_FEB25 (https://app.notion.com/p/Eating_FEB25-1680423c142680b29c2be49be59c5514?pvs=21),Online banking,February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),No
"February 2, 2025",Oil,"THB 1,000.00",🛢️Transportation_FEB25 (https://app.notion.com/p/Transportation_FEB25-1680423c1426805aad10fbef23b725b3?pvs=21),Credit card,February 25 (https://app.notion.com/p/February-25-1680423c142680019b92eca39bed27e3?pvs=21),No
